feature,f_score
miR21_expression,348.1113314793046
miR21_zscore,213.61255989891552
miR21_log2,213.6125598988447
parity,0.7270717389647275
abnormal_bleeding,0.34035238504513027
pelvic_pain,0.20668058455115607
prior_screening,0.1836734693878201
socioeconomic_status,0.12749517063745047
smoker,0.08707124010555452
hpv_vaccinated,0.07951807228916906
hiv_status,0.06366559485530694
number_of_sexual_partners,0.0017939007375316826
